2018-01-17,L005,5.82,,,,,,,,,,,,,,,
2018-02-06,L005,5.55,,,,,,,,,,,,,,,
2018-03-06,L005,9.08,,,,,,,,,,,,,,,
2018-04-03,L005,10.4,,,,,,,,,,,,,,,
2018-05-01,L005,37.6,,,,,,,,,,,,,,,
2018-06-05,L005,28.4,,,,,,,,,,,,,,,
2018-07-17,L005,26.4,,,,,,,,,,,,,,,
2018-08-14,L005,18.4,,,,,,,,,,,,,,,
2018-09-04,L005,26.5,,,,,,,,,,,,,,,
2018-10-16,L005,28.8,,,,,,,,,,,,,,,
2018-11-06,L005,45.3,,,,,,,,,,,,,,,
2018-12-04,L005,13.1,,,,,,,,,,,,,,,
2019-01-08,L005,24.2,,,,,,,,,,,,,,,
2019-02-12,L005,25.8,0.010000000707805157,0.0071780006401240826,0.006768000777810812,0.00501600094139576,0.004742000717669725,0.004456000868231058,0.003478000871837139,0.002984000835567713,0.002812000922858715,0.002964000916108489,0.002044000895693898,0.002064000815153122,0.0008960008854046464,-0.0068959989584982395,0.0015900008147582412
2019-03-12,L005,33.9,0.007350001018494368,0.004102000966668129,0.004696000833064318,0.005116000771522522,0.005140000954270363,0.0060820006765425205,0.0054980008862912655,0.0052460008300840855,0.004998000804334879,0.005244000814855099,0.005342000629752874,0.003538000863045454,0.0018040008144453168,-0.004633998963981867,0.0001540008670417592
2019-04-02,L005,22.0,,,,,,,,,,,,,,,
2019-05-08,L005,24.8,,,,,,,,,,,,,,,
2019-06-05,L005,7.66,0.012502000667154789,0.00885000079870224,0.008158001117408276,0.006918000988662243,0.0066460007801651955,0.006888000760227442,0.005502000916749239,0.004660001024603844,0.004506000783294439,0.004510000813752413,0.003368000965565443,0.0022720007691532373,0.0010620008688420057,-0.003405999159440398,0.00045000086538493633
2019-07-09,L005,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-06,L005,16.6,,,,,,,,,,,,,,,
2019-09-09,L005,17.1,0.006486000958830118,0.00414600083604455,0.004220000933855772,0.004240001086145639,0.004176001064479351,0.005262000951915979,0.005018000956624746,0.00505400076508522,0.00489600095897913,0.005062000826001167,0.005316000897437334,0.003208000911399722,0.0017020008526742458,-0.003449999028816819,-0.00010399912571301684
2019-10-01,L005,61.2,,,,,,,,,,,,,,,
2019-11-05,L005,35.4,,,,,,,,,,,,,,,
2019-12-03,L005,13.2,0.0006880008731968701,-0.0013959991047158837,0.0009020008728839457,0.0021880008280277252,0.0025480007752776146,0.004084000829607248,0.00427200086414814,0.004544001072645187,0.004336000885814428,0.004576000850647688,0.005008000880479813,0.002726000966504216,0.001388000906445086,-0.00163799908477813,0.0003260008816141635
2020-01-14,L005,23.4,0.0041060009971261024,0.0021780007518827915,0.003234000876545906,0.003352000843733549,0.003370000747963786,0.004778000991791487,0.004156000912189484,0.004150000866502523,0.0038440008647739887,0.00402000080794096,0.003984000999480486,0.0020160009153187275,0.0010020008776336908,-0.0038599991239607334,0.000444000877905637
2020-02-04,L005,36.7,,,,,,,,,,,,,,,
2020-02-12,L005,39.8,,,,,,,,,,,,,,,
2020-03-10,L005,25.5,,,,,,,,,,,,,,,
2020-04-07,L005,27.8,,,,,,,,,,,,,,,
2020-05-05,L005,13.4,0.008712001144886017,0.006568000651896,0.0067720008082687855,0.006320000626146793,0.006204000674188137,0.007054000627249479,0.0056520006619393826,0.004752000793814659,0.004424001090228558,0.004384000785648823,0.00364800076931715,0.002290000906214118,0.001044000848196447,-0.0033879990223795176,-0.0001319991279160604
2020-05-20,L005,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02,L005,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-23,L005,32.5,,,,,,,,,,,,,,,
2010-10-20,L008,18.25,,,,,,,,,,,,,,,
2010-12-15,L008,6.85,,,,,,,,,,,,,,,
2011-01-04,L008,11.15,,,,,,,,,,,,,,,
2011-02-14,L008,9.6,,,,,,,,,,,,,,,
2011-03-08,L008,12.95,,,,,,,,,,,,,,,
2011-04-18,L008,9.1,,,,,,,,,,,,,,,
2011-05-24,L008,14.2,,,,,,,,,,,,,,,
2011-06-07,L008,18.5,,,,,,,,,,,,,,,
2011-07-12,L008,8.82,,,,,,,,,,,,,,,
2011-08-02,L008,4.27,,,,,,,,,,,,,,,
2011-09-19,L008,18.3,,,,,,,,,,,,,,,
2011-10-10,L008,10.6,,,,,,,,,,,,,,,
2011-11-14,L008,5.55,,,,,,,,,,,,,,,
2011-12-06,L008,5.84,,,,,,,,,,,,,,,
2012-01-24,L008,7.68,,,,,,,,,,,,,,,
2012-02-06,L008,12.5,,,,,,,,,,,,,,,
2012-03-20,L008,11.2,,,,,,,,,,,,,,,
2012-04-03,L008,24.6,,,,,,,,,,,,,,,
2012-05-21,L008,13.3,,,,,,,,,,,,,,,
2012-06-11,L008,25.1,,,,,,,,,,,,,,,
2012-08-14,L008,7.67,,,,,,,,,,,,,,,
2012-09-19,L008,25.8,,,,,,,,,,,,,,,
2012-10-09,L008,26.7,,,,,,,,,,,,,,,
2012-11-27,L008,9.81,,,,,,,,,,,,,,,
2012-12-11,L008,6.82,,,,,,,,,,,,,,,
2013-01-08,L008,8.31,,,,,,,,,,,,,,,
2013-02-11,L008,15.0,,,,,,,,,,,,,,,
2013-03-27,L008,10.8,,,,,,,,,,,,,,,
2013-04-08,L008,6.42,,,,,,,,,,,,,,,
2013-05-14,L008,11.7,,,,,,,,,,,,,,,
2013-06-03,L008,64.0,,,,,,,,,,,,,,,
2013-07-17,L008,13.0,,,,,,,,,,,,,,,
2013-08-06,L008,11.6,,,,,,,,,,,,,,,
2013-09-17,L008,13.0,,,,,,,,,,,,,,,
2013-10-01,L008,47.7,,,,,,,,,,,,,,,
2013-11-12,L008,22.1,,,,,,,,,,,,,,,
2013-12-04,L008,5.81,,,,,,,,,,,,,,,
2014-01-14,L008,17.3,,,,,,,,,,,,,,,
2014-02-05,L008,45.2,,,,,,,,,,,,,,,
2014-03-11,L008,10.3,,,,,,,,,,,,,,,
2014-04-15,L008,27.0,,,,,,,,,,,,,,,
2014-05-14,L008,49.0,,,,,,,,,,,,,,,
2014-06-04,L008,65.5,,,,,,,,,,,,,,,
2014-07-15,L008,30.3,,,,,,,,,,,,,,,
2014-08-05,L008,13.0,,,,,,,,,,,,,,,
2014-09-02,L008,50.7,,,,,,,,,,,,,,,
2014-10-07,L008,15.4,,,,,,,,,,,,,,,
2014-11-04,L008,11.1,,,,,,,,,,,,,,,
2014-12-02,L008,7.38,,,,,,,,,,,,,,,
2015-01-06,L008,17.3,,,,,,,,,,,,,,,
2015-02-03,L008,7.5,,,,,,,,,,,,,,,
2015-03-03,L008,57.6,,,,,,,,,,,,,,,
2015-04-07,L008,11.7,,,,,,,,,,,,,,,
2015-05-12,L008,13.9,,,,,,,,,,,,,,,
2015-06-03,L008,49.2,,,,,,,,,,,,,,,
2015-07-08,L008,21.3,,,,,,,,,,,,,,,
2015-08-04,L008,5.47,,,,,,,,,,,,,,,
2015-09-01,L008,36.4,,,,,,,,,,,,,,,
2015-10-06,L008,28.0,,,,,,,,,,,,,,,
2015-11-04,L008,41.0,,,,,,,,,,,,,,,
2015-12-01,L008,12.6,,,,,,,,,,,,,,,
2016-01-11,L008,17.8,,,,,,,,,,,,,,,
2016-02-02,L008,11.5,,,,,,,,,,,,,,,
2016-03-01,L008,7.3,,,,,,,,,,,,,,,
2016-04-05,L008,8.54,,,,,,,,,,,,,,,
2016-05-03,L008,6.33,,,,,,,,,,,,,,,
2016-06-14,L008,40.8,,,,,,,,,,,,,,,
2016-07-11,L008,14.0,,,,,,,,,,,,,,,
2016-08-02,L008,23.1,,,,,,,,,,,,,,,
2016-09-06,L008,34.0,,,,,,,,,,,,,,,
2016-10-18,L008,32.5,,,,,,,,,,,,,,,
2016-11-01,L008,22.8,,,,,,,,,,,,,,,
2016-12-07,L008,23.7,,,,,,,,,,,,,,,
2017-01-09,L008,9.74,,,,,,,,,,,,,,,
2017-02-07,L008,11.4,,,,,,,,,,,,,,,
2017-03-22,L008,7.7,,,,,,,,,,,,,,,
2017-04-17,L008,34.5,,,,,,,,,,,,,,,
2017-05-23,L008,12.6,,,,,,,,,,,,,,,
2017-06-20,L008,14.6,,,,,,,,,,,,,,,
2017-07-10,L008,23.9,,,,,,,,,,,,,,,
2017-08-14,L008,30.9,,,,,,,,,,,,,,,
2017-09-18,L008,9.99,,,,,,,,,,,,,,,
2017-10-10,L008,10.2,,,,,,,,,,,,,,,
2017-11-07,L008,15.3,,,,,,,,,,,,,,,
2017-12-05,L008,4.23,,,,,,,,,,,,,,,
2018-01-17,L008,7.34,,,,,,,,,,,,,,,
2018-01-17,L008,0.04,,,,,,,,,,,,,,,
2018-02-06,L008,5.86,,,,,,,,,,,,,,,
2018-03-06,L008,5.59,,,,,,,,,,,,,,,
2018-04-03,L008,10.1,,,,,,,,,,,,,,,
2018-05-01,L008,7.8,,,,,,,,,,,,,,,
2018-06-05,L008,31.2,,,,,,,,,,,,,,,
2018-07-17,L008,26.6,,,,,,,,,,,,,,,
2018-08-14,L008,11.4,,,,,,,,,,,,,,,
2018-09-04,L008,21.2,,,,,,,,,,,,,,,
2018-10-16,L008,23.0,,,,,,,,,,,,,,,
2018-11-06,L008,38.9,,,,,,,,,,,,,,,
2018-12-04,L008,7.33,,,,,,,,,,,,,,,
2019-01-08,L008,13.7,,,,,,,,,,,,,,,
2019-02-12,L008,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-12,L008,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-02,L008,20.1,,,,,,,,,,,,,,,
2019-05-08,L008,12.8,,,,,,,,,,,,,,,
2019-06-05,L008,17.1,0.011824000626802444,0.008186000399291515,0.008066000416874886,0.007378000766038895,0.0069720009341835976,0.007652000989764929,0.007412001024931669,0.007618000730872154,0.007512000855058432,0.00769600085914135,0.0069720009341835976,0.004874000791460276,0.0025580008514225483,-0.005345999263226986,-0.0011979991104453802
2019-07-09,L008,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-06,L008,13.4,,,,,,,,,,,,,,,
2019-09-09,L008,15.3,0.0062240008264780045,0.004376000724732876,0.004738000687211752,0.005368000827729702,0.005384000949561596,0.00680600106716156,0.006936000660061836,0.007184000685811043,0.007144000846892595,0.007396000903099775,0.006792000960558653,0.0043940008617937565,0.002428000792860985,-0.004477999173104763,-0.001037999172694981
2019-10-01,L008,27.7,,,,,,,,,,,,,,,
2019-11-05,L008,27.0,,,,,,,,,,,,,,,
2019-12-03,L008,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,L008,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,L008,27.8,,,,,,,,,,,,,,,
2020-02-12,L008,27.6,,,,,,,,,,,,,,,
2020-03-10,L008,16.4,,,,,,,,,,,,,,,
2020-04-07,L008,13.5,,,,,,,,,,,,,,,
2020-05-05,L008,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20,L008,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02,L008,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-23,L008,18.4,,,,,,,,,,,,,,,
2010-10-20,LZ40,15.35,,,,,,,,,,,,,,,
2010-12-15,LZ40,7.05,,,,,,,,,,,,,,,
2011-01-04,LZ40,13.95,,,,,,,,,,,,,,,
2011-02-14,LZ40,7.4,,,,,,,,,,,,,,,
2011-03-08,LZ40,5.45,,,,,,,,,,,,,,,
2011-04-18,LZ40,9.7,,,,,,,,,,,,,,,
2011-05-23,LZ40,18.2,,,,,,,,,,,,,,,
2011-06-07,LZ40,12.5,,,,,,,,,,,,,,,
2011-07-12,LZ40,45.3,,,,,,,,,,,,,,,
2011-08-02,LZ40,12.2,,,,,,,,,,,,,,,
2011-09-19,LZ40,15.0,,,,,,,,,,,,,,,
2011-10-10,LZ40,12.8,,,,,,,,,,,,,,,
2011-11-14,LZ40,8.13,,,,,,,,,,,,,,,
2011-12-06,LZ40,63.4,,,,,,,,,,,,,,,
2012-01-24,LZ40,5.78,,,,,,,,,,,,,,,
2012-02-06,LZ40,6.9,,,,,,,,,,,,,,,
2012-03-20,LZ40,51.4,,,,,,,,,,,,,,,
2012-04-03,LZ40,7.34,,,,,,,,,,,,,,,
2012-05-21,LZ40,9.48,,,,,,,,,,,,,,,
2012-06-11,LZ40,10.2,,,,,,,,,,,,,,,
2012-07-17,LZ40,8.89,,,,,,,,,,,,,,,
2012-08-14,LZ40,9.03,,,,,,,,,,,,,,,
2012-09-19,LZ40,6.58,,,,,,,,,,,,,,,
2012-10-09,LZ40,11.4,,,,,,,,,,,,,,,
2012-11-27,LZ40,7.78,,,,,,,,,,,,,,,
2012-12-11,LZ40,4.83,,,,,,,,,,,,,,,
2013-01-08,LZ40,5.23,,,,,,,,,,,,,,,
2013-02-11,LZ40,4.47,,,,,,,,,,,,,,,
2013-03-27,LZ40,11.7,,,,,,,,,,,,,,,
2013-04-08,LZ40,6.54,,,,,,,,,,,,,,,
2013-05-14,LZ40,17.1,,,,,,,,,,,,,,,
2013-06-03,LZ40,15.4,,,,,,,,,,,,,,,
2013-07-17,LZ40,7.95,,,,,,,,,,,,,,,
2013-08-06,LZ40,10.7,,,,,,,,,,,,,,,
2013-09-17,LZ40,4.36,,,,,,,,,,,,,,,
2013-10-01,LZ40,11.9,,,,,,,,,,,,,,,
2013-11-12,LZ40,16.2,,,,,,,,,,,,,,,
2013-12-04,LZ40,17.4,,,,,,,,,,,,,,,
2014-01-14,LZ40,9.35,,,,,,,,,,,,,,,
2014-02-05,LZ40,37.5,,,,,,,,,,,,,,,
2014-03-11,LZ40,4.81,,,,,,,,,,,,,,,
2014-04-15,LZ40,6.0,,,,,,,,,,,,,,,
2014-05-14,LZ40,9.48,,,,,,,,,,,,,,,
2014-06-04,LZ40,7.53,,,,,,,,,,,,,,,
2014-07-15,LZ40,55.0,,,,,,,,,,,,,,,
2014-08-05,LZ40,8.99,,,,,,,,,,,,,,,
2014-09-02,LZ40,28.4,,,,,,,,,,,,,,,
2014-10-07,LZ40,7.29,,,,,,,,,,,,,,,
2014-11-04,LZ40,7.28,,,,,,,,,,,,,,,
2014-12-02,LZ40,7.3,,,,,,,,,,,,,,,
2015-01-06,LZ40,6.11,,,,,,,,,,,,,,,
2015-02-03,LZ40,8.2,,,,,,,,,,,,,,,
2015-03-03,LZ40,10.8,,,,,,,,,,,,,,,
2015-04-07,LZ40,6.41,,,,,,,,,,,,,,,
2015-05-13,LZ40,7.65,,,,,,,,,,,,,,,
2015-06-03,LZ40,11.2,,,,,,,,,,,,,,,
2015-07-08,LZ40,12.2,,,,,,,,,,,,,,,
2015-08-04,LZ40,11.0,,,,,,,,,,,,,,,
2015-09-01,LZ40,7.1,,,,,,,,,,,,,,,
2015-10-06,LZ40,5.23,,,,,,,,,,,,,,,
2015-11-04,LZ40,10.7,,,,,,,,,,,,,,,
2015-12-01,LZ40,7.99,,,,,,,,,,,,,,,
2016-01-11,LZ40,10.6,,,,,,,,,,,,,,,
2016-02-02,LZ40,26.7,,,,,,,,,,,,,,,
2016-03-01,LZ40,6.36,,,,,,,,,,,,,,,
2016-04-05,LZ40,10.3,,,,,,,,,,,,,,,
2016-05-03,LZ40,9.54,,,,,,,,,,,,,,,
2016-06-14,LZ40,5.2,,,,,,,,,,,,,,,
2016-07-11,LZ40,8.22,,,,,,,,,,,,,,,
2016-08-02,LZ40,35.9,,,,,,,,,,,,,,,
2016-09-06,LZ40,8.72,,,,,,,,,,,,,,,
2016-10-18,LZ40,5.33,,,,,,,,,,,,,,,
2016-11-01,LZ40,9.32,,,,,,,,,,,,,,,
2016-12-07,LZ40,8.18,,,,,,,,,,,,,,,
2017-01-09,LZ40,10.0,,,,,,,,,,,,,,,
2017-02-07,LZ40,12.6,,,,,,,,,,,,,,,
2017-03-22,LZ40,5.66,,,,,,,,,,,,,,,
2017-04-17,LZ40,8.91,,,,,,,,,,,,,,,
2017-05-23,LZ40,9.41,,,,,,,,,,,,,,,
2017-06-20,LZ40,9.06,,,,,,,,,,,,,,,
2017-07-10,LZ40,6.06,,,,,,,,,,,,,,,
2017-08-14,LZ40,20.3,,,,,,,,,,,,,,,
2017-09-18,LZ40,4.34,,,,,,,,,,,,,,,
2017-10-10,LZ40,4.05,,,,,,,,,,,,,,,
2017-11-07,LZ40,4.49,,,,,,,,,,,,,,,
2017-12-05,LZ40,4.02,,,,,,,,,,,,,,,
2018-01-17,LZ40,5.88,,,,,,,,,,,,,,,
2018-02-06,LZ40,4.59,,,,,,,,,,,,,,,
2018-03-06,LZ40,4.63,,,,,,,,,,,,,,,
2018-04-03,LZ40,6.59,,,,,,,,,,,,,,,
2018-05-01,LZ40,6.44,,,,,,,,,,,,,,,
2018-06-05,LZ40,35.3,,,,,,,,,,,,,,,
2018-07-17,LZ40,10.1,,,,,,,,,,,,,,,
2018-08-14,LZ40,10.9,,,,,,,,,,,,,,,
2018-09-04,LZ40,6.98,,,,,,,,,,,,,,,
2018-10-16,LZ40,13.8,,,,,,,,,,,,,,,
2018-11-06,LZ40,17.4,,,,,,,,,,,,,,,
2018-12-04,LZ40,10.1,,,,,,,,,,,,,,,
2019-01-08,LZ40,16.4,,,,,,,,,,,,,,,
2019-02-12,LZ40,7.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-12,LZ40,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-02,LZ40,10.3,,,,,,,,,,,,,,,
2019-05-08,LZ40,5.93,,,,,,,,,,,,,,,
2019-06-05,LZ40,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-09,LZ40,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-06,LZ40,13.1,,,,,,,,,,,,,,,
2019-09-09,LZ40,16.9,0.005822001025080681,0.00377400079742074,0.004334000870585442,0.00502800103276968,0.005090001039206982,0.00642800098285079,0.006774000823497772,0.007152000907808542,0.007248000707477331,0.007224000990390778,0.007020000834017992,0.00440400093793869,0.002408000873401761,-0.0034559990745037794,-0.00039399912930093706
2019-10-01,LZ40,10.3,,,,,,,,,,,,,,,
2019-11-05,LZ40,7.38,,,,,,,,,,,,,,,
2019-12-03,LZ40,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,LZ40,4.34,0.002324000932276249,-7.399913010885939e-05,0.001498000812716782,0.003084000898525119,0.0031300007831305265,0.004748000763356686,0.005606000777333975,0.006572000682353973,0.00679400097578764,0.007044001016765833,0.005756000988185406,0.003986001014709473,0.002124000806361437,-0.00575999915599823,-0.0014659991720691323
2020-02-04,LZ40,6.42,,,,,,,,,,,,,,,
2020-02-12,LZ40,9.3,,,,,,,,,,,,,,,
2020-03-11,LZ40,3.86,,,,,,,,,,,,,,,
2020-04-08,LZ40,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,LZ40,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,LZ40,9.54,0.009062000550329685,0.006620001047849655,0.0071780006401240826,0.007070000749081373,0.007018000818789005,0.007846000604331493,0.007680000737309456,0.007820000872015953,0.007846000604331493,0.007868001237511635,0.007168001029640436,0.004738000687211752,0.002518000779673457,-0.005589999258518219,-0.0007539991056546569
2020-06-03,LZ40,38.3,,,,,,,,,,,,,,,
2010-10-20,L004,17.75,,,,,,,,,,,,,,,
2010-12-15,L004,11.75,,,,,,,,,,,,,,,
2011-01-04,L004,6.8,,,,,,,,,,,,,,,
2011-02-14,L004,11.25,,,,,,,,,,,,,,,
2011-03-08,L004,5.35,,,,,,,,,,,,,,,
2011-04-18,L004,11.6,,,,,,,,,,,,,,,
2011-05-23,L004,19.2,,,,,,,,,,,,,,,
2011-06-07,L004,10.9,,,,,,,,,,,,,,,
2011-07-12,L004,14.8,,,,,,,,,,,,,,,
2011-08-02,L004,10.9,,,,,,,,,,,,,,,
2011-09-19,L004,13.6,,,,,,,,,,,,,,,
2011-10-10,L004,7.74,,,,,,,,,,,,,,,
2011-11-14,L004,6.42,,,,,,,,,,,,,,,
2011-12-06,L004,3.96,,,,,,,,,,,,,,,
2012-01-24,L004,4.87,,,,,,,,,,,,,,,
2012-02-06,L004,4.08,,,,,,,,,,,,,,,
2012-03-20,L004,4.97,,,,,,,,,,,,,,,
2012-04-03,L004,4.96,,,,,,,,,,,,,,,
2012-05-21,L004,11.1,,,,,,,,,,,,,,,
2012-06-11,L004,11.7,,,,,,,,,,,,,,,
2012-07-17,L004,9.38,,,,,,,,,,,,,,,
2012-08-14,L004,5.89,,,,,,,,,,,,,,,
2012-09-19,L004,10.7,,,,,,,,,,,,,,,
2012-10-09,L004,4.61,,,,,,,,,,,,,,,
2012-11-27,L004,8.88,,,,,,,,,,,,,,,
2012-12-11,L004,9.97,,,,,,,,,,,,,,,
2013-01-08,L004,4.11,,,,,,,,,,,,,,,
2013-02-11,L004,3.81,,,,,,,,,,,,,,,
2013-03-27,L004,14.1,,,,,,,,,,,,,,,
2013-04-08,L004,5.62,,,,,,,,,,,,,,,
2013-05-14,L004,10.7,,,,,,,,,,,,,,,
2013-06-03,L004,13.5,,,,,,,,,,,,,,,
2013-07-17,L004,13.4,,,,,,,,,,,,,,,
2013-08-06,L004,14.7,,,,,,,,,,,,,,,
2013-09-17,L004,8.09,,,,,,,,,,,,,,,
2013-10-01,L004,8.44,,,,,,,,,,,,,,,
2013-11-12,L004,5.86,,,,,,,,,,,,,,,
2013-12-04,L004,5.54,,,,,,,,,,,,,,,
2014-01-14,L004,5.54,,,,,,,,,,,,,,,
2014-02-05,L004,21.8,,,,,,,,,,,,,,,
2014-03-11,L004,3.58,,,,,,,,,,,,,,,
2014-04-15,L004,6.99,,,,,,,,,,,,,,,
2014-05-14,L004,19.5,,,,,,,,,,,,,,,
2014-06-04,L004,15.5,,,,,,,,,,,,,,,
2014-07-15,L004,21.5,,,,,,,,,,,,,,,
2014-08-05,L004,14.5,,,,,,,,,,,,,,,
2014-09-02,L004,13.6,,,,,,,,,,,,,,,
2014-10-07,L004,9.4,,,,,,,,,,,,,,,
2014-11-04,L004,12.7,,,,,,,,,,,,,,,
2014-12-02,L004,5.52,,,,,,,,,,,,,,,
2015-01-06,L004,5.28,,,,,,,,,,,,,,,
2015-02-03,L004,6.1,,,,,,,,,,,,,,,
2015-03-03,L004,7.1,,,,,,,,,,,,,,,
2015-04-07,L004,5.09,,,,,,,,,,,,,,,
2015-05-12,L004,9.74,,,,,,,,,,,,,,,
2015-06-03,L004,11.8,,,,,,,,,,,,,,,
2015-07-08,L004,75.3,,,,,,,,,,,,,,,
2015-08-04,L004,24.7,,,,,,,,,,,,,,,
2015-09-01,L004,16.3,,,,,,,,,,,,,,,
2015-10-06,L004,9.78,,,,,,,,,,,,,,,
2015-11-04,L004,17.2,,,,,,,,,,,,,,,
2015-12-01,L004,5.97,,,,,,,,,,,,,,,
2016-01-11,L004,7.3,,,,,,,,,,,,,,,
2016-02-02,L004,12.4,,,,,,,,,,,,,,,
2016-03-01,L004,5.61,,,,,,,,,,,,,,,
2016-04-05,L004,5.54,,,,,,,,,,,,,,,
2016-05-03,L004,6.88,,,,,,,,,,,,,,,
2016-06-14,L004,11.7,,,,,,,,,,,,,,,
2016-07-11,L004,14.7,,,,,,,,,,,,,,,
2016-08-02,L004,11.9,,,,,,,,,,,,,,,
2016-09-06,L004,6.3,,,,,,,,,,,,,,,
2016-10-18,L004,5.58,,,,,,,,,,,,,,,
2016-11-01,L004,4.7,,,,,,,,,,,,,,,
2016-12-07,L004,6.81,,,,,,,,,,,,,,,
2017-01-09,L004,7.42,,,,,,,,,,,,,,,
2017-02-07,L004,13.8,,,,,,,,,,,,,,,
2017-03-22,L004,8.87,,,,,,,,,,,,,,,
2017-04-17,L004,5.58,,,,,,,,,,,,,,,
2017-05-23,L004,15.9,,,,,,,,,,,,,,,
2017-06-20,L004,11.5,,,,,,,,,,,,,,,
2017-07-10,L004,5.26,,,,,,,,,,,,,,,
2017-08-14,L004,43.1,,,,,,,,,,,,,,,
2017-09-18,L004,8.9,,,,,,,,,,,,,,,
2017-10-10,L004,3.78,,,,,,,,,,,,,,,
2017-11-07,L004,3.34,,,,,,,,,,,,,,,
2017-12-05,L004,3.46,,,,,,,,,,,,,,,
2018-01-17,L004,4.26,,,,,,,,,,,,,,,
2018-02-06,L004,3.27,,,,,,,,,,,,,,,
2018-03-06,L004,4.03,,,,,,,,,,,,,,,
2018-04-03,L004,5.15,,,,,,,,,,,,,,,
2018-05-01,L004,5.71,,,,,,,,,,,,,,,
2018-06-05,L004,10.8,,,,,,,,,,,,,,,
2018-07-17,L004,8.34,,,,,,,,,,,,,,,
2018-08-14,L004,37.3,,,,,,,,,,,,,,,
2018-09-04,L004,4.78,,,,,,,,,,,,,,,
2018-10-16,L004,35.5,,,,,,,,,,,,,,,
2018-11-06,L004,21.5,,,,,,,,,,,,,,,
2018-12-04,L004,10.1,,,,,,,,,,,,,,,
2019-01-08,L004,10.7,,,,,,,,,,,,,,,
2019-02-12,L004,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-12,L004,3.94,0.005560000892728567,0.003092000959441066,0.004406000953167677,0.005138000939041376,0.004892000928521156,0.006042000837624073,0.006446000654250383,0.0070600006729364395,0.007120000664144754,0.0071580009534955025,0.006114000920206308,0.004200000781565905,0.002230000915005803,-0.005825999192893505,-0.0009359991527162492
2019-04-02,L004,7.98,,,,,,,,,,,,,,,
2019-05-08,L004,7.01,,,,,,,,,,,,,,,
2019-06-05,L004,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-09,L004,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-06,L004,10.5,,,,,,,,,,,,,,,
2019-09-09,L004,30.0,0.003968000877648592,0.0016000008909031749,0.0022720007691532373,0.0024040008429437876,0.0024720008950680494,0.003978000953793526,0.0042320010252296925,0.004572000820189714,0.004532000981271267,0.004686000756919384,0.005346000660210848,0.004228000994771719,0.002384000923484564,-0.005735998973250389,-0.0024939991999417543
2019-10-01,L004,10.8,,,,,,,,,,,,,,,
2019-11-05,L004,10.6,,,,,,,,,,,,,,,
