,Station,Variable,Begin date,End date,Total measurements,Measurements since 2000,Measurements in 2019
616,L006,"CHLOROPHYLL-A, CORRECTED",1979-12-11 10:14:00,2011-04-19 14:12:00,564,165,0
617,L006,CHLOROPHYLL-C,1979-12-11 10:14:00,2011-04-19 14:12:00,492,165,0
618,L006,CAROTENOIDS,1974-09-13 00:00:00,2011-04-19 14:12:00,621,165,0
619,L006,CHLOROPHYLL-B,1979-12-11 10:14:00,2011-04-19 14:12:00,496,165,0
620,L006,CHLOROPHYLL-A(LC),2010-10-21 13:54:00,2020-06-03 13:26:00,121,121,11
621,L006,PHEOPHYTIN-A(LC),2010-10-21 13:54:00,2020-06-03 13:26:00,121,121,11
622,L006,CHLOROPHYLL-B(LC),2010-10-21 13:54:00,2016-04-06 08:38:00,68,68,0
623,L006,RESP. PLANKTONIC,1973-05-09 15:40:00,1982-05-05 00:00:00,117,0,0
624,LZ30,NITRATE+NITRITE-N,1978-05-22 11:50:00,2020-06-03 11:44:00,597,321,24
625,LZ30,NITRITE-N,1978-05-22 11:50:00,2020-06-03 11:44:00,597,321,24
626,LZ30,AMMONIA-N,1978-05-22 11:50:00,2020-06-03 11:44:00,597,321,24
627,LZ30,"KJELDAHL NITROGEN, TOTAL",1978-05-22 11:50:00,2014-05-13 09:31:00,468,194,0
628,LZ30,"PHOSPHATE, ORTHO AS P",1978-05-22 11:50:00,2020-06-03 11:44:00,597,321,24
629,LZ30,"PHOSPHATE, TOTAL AS P",1978-05-22 11:50:00,2020-06-03 11:44:00,597,321,24
630,LZ30,NITRATE-N,1978-05-22 11:50:00,2020-01-15 12:30:00,479,220,22
631,LZ30,SILICA,1981-05-19 14:15:00,2020-06-03 11:44:00,174,111,8
632,LZ30,"CARBON, TOTAL ORGANIC",1978-05-22 11:50:00,2010-12-20 12:29:00,31,14,0
633,LZ30,"CARBON, DISSOLVED ORGANIC",2004-11-17 11:08:00,2010-12-20 12:29:00,14,14,0
634,LZ30,TOTAL NITROGEN,2014-06-03 11:25:00,2020-06-03 11:44:00,127,127,24
635,LZ30,"PHOSPHATE, DISSOLVED AS P",,,0,0,0
636,LZ30,"KJELDAHL NITROGEN, DIS",,,0,0,0
637,LZ30,"CARBON, TOTAL",,,0,0,0
638,LZ30,"CARBON, TOTAL INORGANIC",,,0,0,0
639,LZ30,"NITROGEN, TOTAL DISSOLVED",,,0,0,0
640,LZ30,CHLOROPHYLL-A,1982-07-09 08:11:00,2011-04-19 11:04:00,389,149,0
641,LZ30,PHEOPHYTIN,1982-07-09 08:11:00,2011-04-19 11:04:00,388,149,0
642,LZ30,"CHLOROPHYLL-A, CORRECTED",1982-07-09 08:11:00,2011-04-19 11:04:00,390,149,0
643,LZ30,CHLOROPHYLL-C,1985-08-01 10:40:00,2011-04-19 11:04:00,334,149,0
644,LZ30,CAROTENOIDS,1982-07-09 08:11:00,2011-04-19 11:04:00,345,149,0
645,LZ30,CHLOROPHYLL-B,1985-08-01 10:40:00,2011-04-19 11:04:00,344,149,0
646,LZ30,CHLOROPHYLL-A(LC),2010-10-21 11:32:00,2020-06-03 11:44:00,179,179,24
647,LZ30,PHEOPHYTIN-A(LC),2010-10-21 11:32:00,2020-06-03 11:44:00,179,179,24
648,LZ30,CHLOROPHYLL-B(LC),2010-10-21 11:32:00,2016-04-06 11:06:00,86,86,0
649,LZ30,RESP. PLANKTONIC,,,0,0,0
